address	function	mnemonic	instruction	old_bytes	disp_offset	veh_offset	disp_value
0059f29d	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
0059f377	probe(int,int,int,int)	MOVSX	MOVSX EDX,word ptr [EAX + 0x95282a]	0F BF 90 2A 28 95 00	3	0x2	0x95282A
0059f37e	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952828]	0F BF 80 28 28 95 00	3	0x0	0x952828
0059f3af	probe(int,int,int,int)	MOVSX	MOVSX ECX,word ptr [EAX + 0x952832]	0F BF 88 32 28 95 00	3	0xA	0x952832
0059f49b	probe(int,int,int,int)	MOVSX	MOVSX EDX,word ptr [EAX + 0x95282a]	0F BF 90 2A 28 95 00	3	0x2	0x95282A
0059f4a2	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952828]	0F BF 80 28 28 95 00	3	0x0	0x952828
0059f4c8	probe(int,int,int,int)	MOVSX	MOVSX EDX,word ptr [ECX + 0x952832]	0F BF 91 32 28 95 00	3	0xA	0x952832
0059fb2e	probe(int,int,int,int)	MOV	MOV byte ptr [EAX + 0x952854],DL	88 90 54 28 95 00	2	0x2C	0x952854
0059fb4f	probe(int,int,int,int)	MOV	MOV AL,byte ptr [ECX + 0x952854]	8A 81 54 28 95 00	2	0x2C	0x952854
005a01dd	probe(int,int,int,int)	OR	OR byte ptr [ESI*0x4 + 0x952854],CL	08 0C B5 54 28 95 00	3	0x2C	0x952854
005a01ec	probe(int,int,int,int)	MOV	MOV AL,byte ptr [EAX*0x4 + 0x952854]	8A 04 85 54 28 95 00	3	0x2C	0x952854
005a084a	probe(int,int,int,int)	OR	OR byte ptr [EDI + 0x952854],DL	08 97 54 28 95 00	2	0x2C	0x952854
005a085e	probe(int,int,int,int)	MOV	MOV AL,byte ptr [EDI + 0x952854]	8A 87 54 28 95 00	2	0x2C	0x952854
005a0aed	probe(int,int,int,int)	MOV	MOV byte ptr [EAX + 0x952855],CL	88 88 55 28 95 00	2	0x2D	0x952855
005a0af5	probe(int,int,int,int)	MOVSX	MOVSX EDX,byte ptr [EDI + 0x952855]	0F BE 97 55 28 95 00	3	0x2D	0x952855
005a12ed	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
005a1321	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EDX*0x4 + 0x952832]	0F BF 04 95 32 28 95 00	4	0xA	0x952832
005a1426	probe(int,int,int,int)	MOV	MOV AX,word ptr [EDI + 0x952832]	66 8B 87 32 28 95 00	3	0xA	0x952832
005a1460	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x95282a]	0F BF 87 2A 28 95 00	3	0x2	0x95282A
005a1467	probe(int,int,int,int)	MOVSX	MOVSX ECX,word ptr [EDI + 0x952828]	0F BF 8F 28 28 95 00	3	0x0	0x952828
005a14c4	probe(int,int,int,int)	MOV	MOV AX,word ptr [EDI + 0x952856]	66 8B 87 56 28 95 00	3	0x2E	0x952856
005a152a	probe(int,int,int,int)	MOVSX	MOVSX ECX,word ptr [EDI + 0x952832]	0F BF 8F 32 28 95 00	3	0xA	0x952832
005a17b9	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
005a17d7	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
005a182e	probe(int,int,int,int)	MOV	MOV EDX,dword ptr [ECX*0x4 + 0x95282c]	8B 14 8D 2C 28 95 00	3	0x4	0x95282C
005a1883	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
005a18a4	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
005a18c6	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
005a18de	probe(int,int,int,int)	MOVSX	MOVSX EDX,word ptr [EDI + 0x95282a]	0F BF 97 2A 28 95 00	3	0x2	0x95282A
005a18f8	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952828]	0F BF 87 28 28 95 00	3	0x0	0x952828
005a1a76	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x95282a]	0F BF 87 2A 28 95 00	3	0x2	0x95282A
005a1a7d	probe(int,int,int,int)	MOVSX	MOVSX ECX,word ptr [EDI + 0x952828]	0F BF 8F 28 28 95 00	3	0x0	0x952828
005a1c1a	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x95282a]	0F BF 87 2A 28 95 00	3	0x2	0x95282A
005a1c28	probe(int,int,int,int)	MOVSX	MOVSX ECX,word ptr [EDI + 0x952828]	0F BF 8F 28 28 95 00	3	0x0	0x952828
005a1c70	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
005a1fb5	probe(int,int,int,int)	OR	OR byte ptr [ESI*0x4 + 0x952854],DL	08 14 B5 54 28 95 00	3	0x2C	0x952854
005a1fc7	probe(int,int,int,int)	MOV	MOV AL,byte ptr [EDX*0x4 + 0x952854]	8A 04 95 54 28 95 00	3	0x2C	0x952854
005a2786	probe(int,int,int,int)	MOV	MOV CL,byte ptr [EDX*0x4 + 0x952836]	8A 0C 95 36 28 95 00	3	0xE	0x952836
005a2d2a	probe(int,int,int,int)	OR	OR byte ptr [ECX*0x4 + 0x952854],DL	08 14 8D 54 28 95 00	3	0x2C	0x952854
005a2d3c	probe(int,int,int,int)	MOV	MOV AL,byte ptr [EDX*0x4 + 0x952854]	8A 04 95 54 28 95 00	3	0x2C	0x952854
005a30c7	probe(int,int,int,int)	MOV	MOV CL,byte ptr [EAX*0x4 + 0x952854]	8A 0C 85 54 28 95 00	3	0x2C	0x952854
005a30d0	probe(int,int,int,int)	MOV	MOV byte ptr [EAX*0x4 + 0x952854],CL	88 0C 85 54 28 95 00	3	0x2C	0x952854
005a30e7	probe(int,int,int,int)	MOV	MOV AL,byte ptr [EDX*0x4 + 0x952854]	8A 04 95 54 28 95 00	3	0x2C	0x952854
005a34e6	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EAX*0x4 + 0x952832]	0F BF 04 85 32 28 95 00	4	0xA	0x952832
005a3521	probe(int,int,int,int)	MOV	MOV CL,byte ptr [EAX + 0x952836]	8A 88 36 28 95 00	2	0xE	0x952836
005a3537	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EDX + 0x952832]	0F BF 82 32 28 95 00	3	0xA	0x952832
005a3592	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
005a35b6	probe(int,int,int,int)	MOV	MOV DL,byte ptr [EAX + 0x952836]	8A 90 36 28 95 00	2	0xE	0x952836
005a3c67	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EAX*0x4 + 0x952856]	0F BF 04 85 56 28 95 00	4	0x2E	0x952856
005a4006	probe(int,int,int,int)	ADD	ADD byte ptr [EAX*0x4 + 0x952838],DL	00 14 85 38 28 95 00	3	0x10	0x952838
005a4119	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
005a417f	probe(int,int,int,int)	MOV	MOV word ptr [ESI + 0x952832],AX	66 89 86 32 28 95 00	3	0xA	0x952832
005a4194	probe(int,int,int,int)	MOVSX	MOVSX EDX,word ptr [ESI + 0x952832]	0F BF 96 32 28 95 00	3	0xA	0x952832
005a419e	probe(int,int,int,int)	MOV	MOV byte ptr [ESI + 0x952836],BL	88 9E 36 28 95 00	2	0xE	0x952836
005a41dc	probe(int,int,int,int)	MOVSX	MOVSX EDX,word ptr [ESI + 0x952828]	0F BF 96 28 28 95 00	3	0x0	0x952828
005a41ea	probe(int,int,int,int)	MOVSX	MOVSX ECX,word ptr [ESI + 0x95282a]	0F BF 8E 2A 28 95 00	3	0x2	0x95282A
005a41f8	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x95282a]	0F BF 86 2A 28 95 00	3	0x2	0x95282A
005a41ff	probe(int,int,int,int)	MOVSX	MOVSX ECX,word ptr [ESI + 0x952828]	0F BF 8E 28 28 95 00	3	0x0	0x952828
005a4211	probe(int,int,int,int)	MOV	MOV word ptr [ESI + 0x952856],AX	66 89 86 56 28 95 00	3	0x2E	0x952856
005a4218	probe(int,int,int,int)	MOV	MOV byte ptr [ESI + 0x952850],0x0	C6 86 50 28 95 00 00	2	0x28	0x952850
005a421f	probe(int,int,int,int)	MOV	MOV byte ptr [ESI + 0x952839],0x0	C6 86 39 28 95 00 00	2	0x11	0x952839
005a4226	probe(int,int,int,int)	MOV	MOV EAX,dword ptr [ESI + 0x95282c]	8B 86 2C 28 95 00	2	0x4	0x95282C
005a4233	probe(int,int,int,int)	MOV	MOV dword ptr [ESI + 0x95282c],EAX	89 86 2C 28 95 00	2	0x4	0x95282C
005a423e	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x95282a]	0F BF 86 2A 28 95 00	3	0x2	0x95282A
005a4245	probe(int,int,int,int)	MOVSX	MOVSX ECX,word ptr [ESI + 0x952828]	0F BF 8E 28 28 95 00	3	0x0	0x952828
005a4261	probe(int,int,int,int)	MOVSX	MOVSX EDX,word ptr [ESI + 0x95282a]	0F BF 96 2A 28 95 00	3	0x2	0x95282A
005a4268	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952828]	0F BF 86 28 28 95 00	3	0x0	0x952828
005a431c	probe(int,int,int,int)	MOVSX	MOVSX EDX,word ptr [EAX + 0x95282a]	0F BF 90 2A 28 95 00	3	0x2	0x95282A
005a4323	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952828]	0F BF 80 28 28 95 00	3	0x0	0x952828
005a433c	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
005a43b8	probe(int,int,int,int)	MOVSX	MOVSX EDX,word ptr [EAX + 0x95282a]	0F BF 90 2A 28 95 00	3	0x2	0x95282A
005a43bf	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952828]	0F BF 80 28 28 95 00	3	0x0	0x952828
005a43d7	probe(int,int,int,int)	MOVSX	MOVSX ECX,word ptr [EAX + 0x95282a]	0F BF 88 2A 28 95 00	3	0x2	0x95282A
005a43de	probe(int,int,int,int)	MOVSX	MOVSX EDX,word ptr [EAX + 0x952828]	0F BF 90 28 28 95 00	3	0x0	0x952828
005a447f	probe(int,int,int,int)	MOVSX	MOVSX EDX,word ptr [EAX + 0x95282a]	0F BF 90 2A 28 95 00	3	0x2	0x95282A
005a4486	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952828]	0F BF 80 28 28 95 00	3	0x0	0x952828
005a449f	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
005a451b	probe(int,int,int,int)	MOVSX	MOVSX EDX,word ptr [EAX + 0x95282a]	0F BF 90 2A 28 95 00	3	0x2	0x95282A
005a4522	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952828]	0F BF 80 28 28 95 00	3	0x0	0x952828
005a453a	probe(int,int,int,int)	MOVSX	MOVSX ECX,word ptr [EAX + 0x95282a]	0F BF 88 2A 28 95 00	3	0x2	0x95282A
005a4541	probe(int,int,int,int)	MOVSX	MOVSX EDX,word ptr [EAX + 0x952828]	0F BF 90 28 28 95 00	3	0x0	0x952828
005a45a5	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EDX*0x4 + 0x952832]	0F BF 04 95 32 28 95 00	4	0xA	0x952832
005a4604	probe(int,int,int,int)	MOV	MOV byte ptr [EAX + 0x95284d],0x0	C6 80 4D 28 95 00 00	2	0x25	0x95284D
005a466d	probe(int,int,int,int)	MOV	MOV DL,byte ptr [ESI + 0x95284c]	8A 96 4C 28 95 00	2	0x24	0x95284C
005a467e	probe(int,int,int,int)	MOV	MOV byte ptr [ESI + 0x95284c],AL	88 86 4C 28 95 00	2	0x24	0x95284C
005a46a3	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
005a59ef	veh_health(int)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
005a5a36	veh_health(int)	MOV	MOV DL,byte ptr [ECX + 0x952838]	8A 91 38 28 95 00	2	0x10	0x952838
005a7d20	game_data(FILE_*,int)	PUSH	PUSH 0x952828	68 28 28 95 00	1	0x0	0x952828
005a7d3b	game_data(FILE_*,int)	PUSH	PUSH 0x952828	68 28 28 95 00	1	0x0	0x952828
005a7de1	game_data(FILE_*,int)	MOV	MOV EAX,0x95282a	B8 2A 28 95 00	1	0x2	0x95282A
005a818a	game_data(FILE_*,int)	MOV	MOV ESI,0x952832	BE 32 28 95 00	1	0xA	0x952832
005a9990	load_daemon(char_*,int)	MOV	MOV EDX,0x952832	BA 32 28 95 00	1	0xA	0x952832
005ac167	num_objectives(int,int)	MOV	MOV EAX,0x95282a	B8 2A 28 95 00	1	0x2	0x95282A
005ae1ef	crash_landing(int)	MOV	MOV ECX,0x952836	B9 36 28 95 00	1	0xE	0x952836
005ae35c	crash_landing(int)	MOVSX	MOVSX ECX,word ptr [EAX + 0x95282a]	0F BF 88 2A 28 95 00	3	0x2	0x95282A
005ae363	crash_landing(int)	MOVSX	MOVSX EBX,word ptr [EAX + 0x952828]	0F BF 98 28 28 95 00	3	0x0	0x952828
005af299	time_warp(void)	MOV	MOV byte ptr [EAX + 0x952839],0x2	C6 80 39 28 95 00 02	2	0x11	0x952839
005af2a0	time_warp(void)	MOV	MOV DL,byte ptr [EAX + 0x95284c]	8A 90 4C 28 95 00	2	0x24	0x95284C
005af2a8	time_warp(void)	MOV	MOV byte ptr [EAX + 0x95284c],DL	88 90 4C 28 95 00	2	0x24	0x95284C
005af2c4	time_warp(void)	MOV	MOV byte ptr [EAX + 0x952839],0x2	C6 80 39 28 95 00 02	2	0x11	0x952839
005af3b1	time_warp(void)	MOV	MOV DL,byte ptr [EAX + 0x95284c]	8A 90 4C 28 95 00	2	0x24	0x95284C
005af3b7	time_warp(void)	LEA	LEA EAX,[EAX + 0x95284c]	8D 80 4C 28 95 00	2	0x24	0x95284C
005af507	time_warp(void)	MOV	MOV byte ptr [EAX + 0x95284c],0x2	C6 80 4C 28 95 00 02	2	0x24	0x95284C
005af530	time_warp(void)	MOV	MOV CL,byte ptr [EAX + 0x95284c]	8A 88 4C 28 95 00	2	0x24	0x95284C
005af539	time_warp(void)	LEA	LEA EAX,[EAX + 0x95284c]	8D 80 4C 28 95 00	2	0x24	0x95284C
005afa8d	time_warp(void)	MOV	MOV byte ptr [ECX + 0x95284c],0x2	C6 81 4C 28 95 00 02	2	0x24	0x95284C
005afa9a	time_warp(void)	MOV	MOV byte ptr [EAX + 0x952839],0x2	C6 80 39 28 95 00 02	2	0x11	0x952839
005afac6	time_warp(void)	MOV	MOV byte ptr [ECX + 0x95284c],0x2	C6 81 4C 28 95 00 02	2	0x24	0x95284C
005afad0	time_warp(void)	MOV	MOV byte ptr [EAX + 0x952839],0x2	C6 80 39 28 95 00 02	2	0x11	0x952839
005afc26	time_warp(void)	MOV	MOV CL,byte ptr [EAX + 0x95284c]	8A 88 4C 28 95 00	2	0x24	0x95284C
005afc2f	time_warp(void)	LEA	LEA EAX,[EAX + 0x95284c]	8D 80 4C 28 95 00	2	0x24	0x95284C
005afdc5	time_warp(void)	MOV	MOV byte ptr [ECX + 0x95284c],0x2	C6 81 4C 28 95 00 02	2	0x24	0x95284C
005b0208	time_warp(void)	MOV	MOV dword ptr [EBP + -0x10],0x952832	C7 45 F0 32 28 95 00	3	0xA	0x952832
005b0455	balance(void)	MOVSX	MOVSX EDX,word ptr [ECX + 0x95282a]	0F BF 91 2A 28 95 00	3	0x2	0x95282A
005b045c	balance(void)	MOVSX	MOVSX ESI,word ptr [ECX + 0x952828]	0F BF B1 28 28 95 00	3	0x0	0x952828
005b04d7	balance(void)	MOVSX	MOVSX EDX,word ptr [EAX + 0x95282a]	0F BF 90 2A 28 95 00	3	0x2	0x95282A
005b04de	balance(void)	MOVSX	MOVSX ECX,word ptr [EAX + 0x952828]	0F BF 88 28 28 95 00	3	0x0	0x952828
005b053c	balance(void)	MOVSX	MOVSX ESI,word ptr [EAX + 0x95282a]	0F BF B0 2A 28 95 00	3	0x2	0x95282A
005b0543	balance(void)	MOVSX	MOVSX ECX,word ptr [EAX + 0x952828]	0F BF 88 28 28 95 00	3	0x0	0x952828
005b07ed	balance(void)	MOVSX	MOVSX EDX,word ptr [EAX + 0x952828]	0F BF 90 28 28 95 00	3	0x0	0x952828
005b07f4	balance(void)	MOVSX	MOVSX EAX,word ptr [EAX + 0x95282a]	0F BF 80 2A 28 95 00	3	0x2	0x95282A
005b08c6	balance(void)	MOV	MOV word ptr [EDX*0x4 + 0x952856],0xffff	66 C7 04 95 56 28 95 00 FF FF	4	0x2E	0x952856
005b0c10	scenario_setup(void)	MOV	MOV DL,byte ptr [ECX*0x4 + 0x952836]	8A 14 8D 36 28 95 00	3	0xE	0x952836
005b0c61	scenario_setup(void)	MOV	MOV EDI,0x952828	BF 28 28 95 00	1	0x0	0x952828
005b1016	setup_player(int,int,int)	ADD	ADD EBX,0x952832	81 C3 32 28 95 00	2	0xA	0x952832
005b1a09	setup_player(int,int,int)	MOV	MOV EBX,0x95282a	BB 2A 28 95 00	1	0x2	0x95282A
005b2048	setup_player(int,int,int)	MOV	MOV EBX,0x952828	BB 28 28 95 00	1	0x0	0x952828
005b2c61	setup_player(int,int,int)	MOV	MOV word ptr [ECX + 0x952856],DI	66 89 B9 56 28 95 00	3	0x2E	0x952856
005b2c9f	setup_player(int,int,int)	MOV	MOV word ptr [ECX + 0x952856],DI	66 89 B9 56 28 95 00	3	0x2E	0x952856
005b2cc1	setup_player(int,int,int)	MOV	MOV word ptr [ECX + 0x952856],DI	66 89 B9 56 28 95 00	3	0x2E	0x952856
005b2dc3	setup_player(int,int,int)	MOV	MOV byte ptr [EDI + 0x95284c],0x2	C6 87 4C 28 95 00 02	2	0x24	0x95284C
005b2dcf	setup_player(int,int,int)	MOV	MOV word ptr [EDI + 0x952856],0xffff	66 C7 87 56 28 95 00 FF FF	3	0x2E	0x952856
005b2e4e	setup_player(int,int,int)	MOV	MOV byte ptr [EDI + 0x95284c],0x2	C6 87 4C 28 95 00 02	2	0x24	0x95284C
005b2e5d	setup_player(int,int,int)	MOV	MOV word ptr [EDI + 0x952856],0xffff	66 C7 87 56 28 95 00 FF FF	3	0x2E	0x952856
005b2f00	setup_player(int,int,int)	MOV	MOV word ptr [ECX + 0x952856],0xffff	66 C7 81 56 28 95 00 FF FF	3	0x2E	0x952856
005b2f66	setup_player(int,int,int)	MOV	MOV word ptr [ECX + 0x952856],SI	66 89 B1 56 28 95 00	3	0x2E	0x952856
005b2f88	setup_player(int,int,int)	MOV	MOV word ptr [ECX + 0x952856],SI	66 89 B1 56 28 95 00	3	0x2E	0x952856
005b3060	setup_player(int,int,int)	MOV	MOV word ptr [ECX + 0x952856],SI	66 89 B1 56 28 95 00	3	0x2E	0x952856
005b3082	setup_player(int,int,int)	MOV	MOV word ptr [ECX + 0x952856],SI	66 89 B1 56 28 95 00	3	0x2E	0x952856
005b371e	eliminate_player(int,int)	MOVSX	MOVSX EDI,word ptr [EDX + 0x952828]	0F BF BA 28 28 95 00	3	0x0	0x952828
005b374c	eliminate_player(int,int)	MOVSX	MOVSX EAX,word ptr [EDX + 0x95282a]	0F BF 82 2A 28 95 00	3	0x2	0x95282A
005b3793	eliminate_player(int,int)	MOV	MOV DX,word ptr [EDX + 0x95285a]	66 8B 92 5A 28 95 00	3	0x32	0x95285A
005b37b2	eliminate_player(int,int)	MOV	MOV DX,word ptr [EDX*0x4 + 0x95285a]	66 8B 14 95 5A 28 95 00	4	0x32	0x95285A
005b37cc	eliminate_player(int,int)	MOV	MOV byte ptr [EAX + 0x95284f],0x0	C6 80 4F 28 95 00 00	2	0x27	0x95284F
005b37d3	eliminate_player(int,int)	MOVSX	MOVSX ECX,word ptr [EAX + 0x952832]	0F BF 88 32 28 95 00	3	0xA	0x952832
005b37fe	eliminate_player(int,int)	MOV	MOV byte ptr [EAX + 0x95284f],DL	88 90 4F 28 95 00	2	0x27	0x95284F
005b3804	eliminate_player(int,int)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952858]	0F BF 80 58 28 95 00	3	0x30	0x952858
005b58fd	spot_stack(int,int)	MOVSX	MOVSX ESI,word ptr [EAX + 0x95282a]	0F BF B0 2A 28 95 00	3	0x2	0x95282A
005b5904	spot_stack(int,int)	MOVSX	MOVSX EDX,word ptr [EAX + 0x952828]	0F BF 90 28 28 95 00	3	0x0	0x952828
005b5a05	spot_stack(int,int)	MOV	MOV CX,word ptr [ECX*0x4 + 0x95285a]	66 8B 0C 8D 5A 28 95 00	4	0x32	0x95285A
005b5a1b	spot_stack(int,int)	MOV	MOV CX,word ptr [ECX*0x4 + 0x95285a]	66 8B 0C 8D 5A 28 95 00	4	0x32	0x95285A
005b5a40	spot_stack(int,int)	OR	OR byte ptr [EAX + 0x95284f],DL	08 90 4F 28 95 00	2	0x27	0x95284F
005b5a4a	spot_stack(int,int)	AND	AND word ptr [EAX + 0x952830],CX	66 21 88 30 28 95 00	3	0x8	0x952830
005b5a51	spot_stack(int,int)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952858]	0F BF 80 58 28 95 00	3	0x30	0x952858
005b5a82	unspot_stack(int)	MOV	MOV CX,word ptr [ECX*0x4 + 0x95285a]	66 8B 0C 8D 5A 28 95 00	4	0x32	0x95285A
005b5a98	unspot_stack(int)	MOV	MOV CX,word ptr [ECX*0x4 + 0x95285a]	66 8B 0C 8D 5A 28 95 00	4	0x32	0x95285A
005b5ab2	unspot_stack(int)	MOV	MOV byte ptr [EAX + 0x95284f],DL	88 90 4F 28 95 00	2	0x27	0x95284F
005b5ab8	unspot_stack(int)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952858]	0F BF 80 58 28 95 00	3	0x30	0x952858
005b5cb7	spot_loc(int,int,int)	MOVSX	MOVSX EDI,word ptr [EAX + 0x95282a]	0F BF B8 2A 28 95 00	3	0x2	0x95282A
005b5cbe	spot_loc(int,int,int)	MOVSX	MOVSX EDX,word ptr [EAX + 0x952828]	0F BF 90 28 28 95 00	3	0x0	0x952828
005b5daa	spot_loc(int,int,int)	MOV	MOV CX,word ptr [ECX + 0x95285a]	66 8B 89 5A 28 95 00	3	0x32	0x95285A
005b5dbe	spot_loc(int,int,int)	MOV	MOV CX,word ptr [EDX + 0x95285a]	66 8B 8A 5A 28 95 00	3	0x32	0x95285A
005b5ddc	spot_loc(int,int,int)	MOV	MOV BL,byte ptr [EAX + 0x95284f]	8A 98 4F 28 95 00	2	0x27	0x95284F
005b5de6	spot_loc(int,int,int)	MOV	MOV byte ptr [EAX + 0x95284f],BL	88 98 4F 28 95 00	2	0x27	0x95284F
005b5dee	spot_loc(int,int,int)	AND	AND word ptr [EAX + 0x952830],CX	66 21 88 30 28 95 00	3	0x8	0x952830
005b5df5	spot_loc(int,int,int)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952858]	0F BF 80 58 28 95 00	3	0x30	0x952858
005b5e1f	FUN_005b5e10	MOV	MOV ECX,dword ptr [EAX + 0x95282c]	8B 88 2C 28 95 00	2	0x4	0x95282C
005b5e35	FUN_005b5e10	MOV	MOV DL,byte ptr [EAX + 0x95283b]	8A 90 3B 28 95 00	2	0x13	0x95283B
005b5e3c	FUN_005b5e10	MOV	MOV BL,byte ptr [EAX + 0x95283a]	8A 98 3A 28 95 00	2	0x12	0x95283A
005b5e4d	FUN_005b5e10	MOV	MOV dword ptr [EAX + 0x95282c],ECX	89 88 2C 28 95 00	2	0x4	0x95282C
005b5e53	FUN_005b5e10	MOV	MOV ECX,dword ptr [EAX + 0x95282c]	8B 88 2C 28 95 00	2	0x4	0x95282C
005b5e6f	FUN_005b5e10	MOV	MOV dword ptr [EAX + 0x95282c],ECX	89 88 2C 28 95 00	2	0x4	0x95282C
005b5e75	FUN_005b5e10	MOV	MOV EDX,dword ptr [EAX + 0x95282c]	8B 90 2C 28 95 00	2	0x4	0x95282C
005b5e7e	FUN_005b5e10	MOV	MOV dword ptr [EAX + 0x95282c],EDX	89 90 2C 28 95 00	2	0x4	0x95282C
005b5e84	FUN_005b5e10	MOV	MOV CL,byte ptr [EAX + 0x952839]	8A 88 39 28 95 00	2	0x11	0x952839
005b5e8f	FUN_005b5e10	MOV	MOV byte ptr [EAX + 0x952839],0x0	C6 80 39 28 95 00 00	2	0x11	0x952839
005b5eb1	want_to_wake(int,int,int)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
005b5edc	want_to_wake(int,int,int)	MOV	MOV AL,byte ptr [ECX + 0x95284d]	8A 81 4D 28 95 00	2	0x25	0x95284D
005b5ee6	want_to_wake(int,int,int)	CMP	CMP byte ptr [ECX + 0x952839],0x18	80 B9 39 28 95 00 18	2	0x11	0x952839
005b5eef	want_to_wake(int,int,int)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952844]	0F BF 81 44 28 95 00	3	0x1C	0x952844
005b5efd	want_to_wake(int,int,int)	MOVSX	MOVSX EDX,word ptr [ECX + 0x95283c]	0F BF 91 3C 28 95 00	3	0x14	0x95283C
005b5f2e	want_to_wake(int,int,int)	MOV	MOV AL,byte ptr [ECX + 0x952836]	8A 81 36 28 95 00	2	0xE	0x952836
005b5f5f	want_to_wake(int,int,int)	MOV	MOV AL,byte ptr [ECX + 0x952836]	8A 81 36 28 95 00	2	0xE	0x952836
005b6014	want_to_wake(int,int,int)	MOVSX	MOVSX EAX,word ptr [EAX*0x4 + 0x952832]	0F BF 04 85 32 28 95 00	4	0xA	0x952832
005b6040	want_to_wake(int,int,int)	MOV	MOV ECX,dword ptr [ECX + 0x95282c]	8B 89 2C 28 95 00	2	0x4	0x95282C
005b6074	wake_stack(int)	MOV	MOV CX,word ptr [EDX*0x4 + 0x95285a]	66 8B 0C 95 5A 28 95 00	4	0x32	0x95285A
005b608a	wake_stack(int)	MOV	MOV CX,word ptr [EDX*0x4 + 0x95285a]	66 8B 0C 95 5A 28 95 00	4	0x32	0x95285A
005b60b7	wake_stack(int)	CMP	CMP byte ptr [ECX + 0x952839],0x1	80 B9 39 28 95 00 01	2	0x11	0x952839
005b60c4	wake_stack(int)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
005b60f0	wake_stack(int)	MOVSX	MOVSX EAX,word ptr [ECX + 0x95282a]	0F BF 81 2A 28 95 00	3	0x2	0x95282A
005b60f7	wake_stack(int)	MOVSX	MOVSX EDX,word ptr [ECX + 0x952828]	0F BF 91 28 28 95 00	3	0x0	0x952828
005b6119	wake_stack(int)	MOVSX	MOVSX EAX,word ptr [ECX + 0x95283c]	0F BF 81 3C 28 95 00	3	0x14	0x95283C
